file,page_num,line_num,text,lang,lang_score,perplex,categ
CTX199904249,178,13,Výplň 2:,slk_Latn,0.9901,801.93,Trash
CTX199904249,178,14,Výplň 3:,slk_Latn,0.9878,861.15,Trash
CTX199904249,178,15,Výplň 4:,slk_Latn,0.9870,865.03,Trash
CTX199904249,178,16,Výplň 5:,slk_Latn,0.9910,889.01,Trash
CTX199904249,178,17,Keramika,deu_Latn,0.6508,2460.53,Trash
CTX199904249,178,18,Kameny,ces_Latn,0.9966,26272.98,Trash
CTX199904249,178,19,Mazanice,vie_Latn,0.7063,3399.66,Trash
CTX199904249,178,20,Kosti,slk_Latn,0.7623,1733.74,Trash
CTX199904249,178,22,Stříbro,ces_Latn,1.0000,963.70,Trash
CTX199904249,178,23,Bronz,deu_Latn,1.0000,1624.67,Trash
CTX199904249,275,1,275,N/A,0,0,Non-text
CTX199904249,275,6,C2/008/98,N/A,0,0,Non-text
CTX199904249,275,19,Kov,N/A,0,0,Non-text
CTX199904249,275,53,"8/C2, 2/D2, 3/D2,1/D3, 2/D3, 3/D3, 4/D3, D/D3, 6/D3, 7/D3,1/E3,1/D4, 2/D4, 1/E4, 2/E4,",N/A,0,0,Non-text
CTX199904249,275,55,A,N/A,0,0,Non-text
CTX199904249,795,1,796,N/A,0,0,Non-text
CTX199904249,795,3,10009/99 |,N/A,0,0,Non-text
CTX199904249,795,9,1 1,N/A,0,0,Non-text
CTX199904249,795,13,09.11.98.,N/A,0,0,Non-text
CTX199904249,795,19,1* 1,N/A,0,0,Non-text
CTX199904249,795,20,TA,N/A,0,0,Non-text
CTX199904249,795,22,TB,N/A,0,0,Non-text
CTX199904249,795,23,1 1,N/A,0,0,Non-text
CTX199904249,795,24,TD,N/A,0,0,Non-text
CTX199904249,795,27,2 1,N/A,0,0,Non-text
CTX199904249,795,28,AA,N/A,0,0,Non-text
CTX199904249,795,30,AB,N/A,0,0,Non-text
CTX199904249,795,31,1 1,N/A,0,0,Non-text
CTX199904249,795,32,AC,N/A,0,0,Non-text
CTX199904249,795,33,1 1,N/A,0,0,Non-text
CTX199904249,795,34,AD,N/A,0,0,Non-text
CTX199904249,795,35,1 1,N/A,0,0,Non-text
CTX199904249,795,36,AE,N/A,0,0,Non-text
CTX199904249,795,37,1 1,N/A,0,0,Non-text
CTX199904249,795,38,KOV,N/A,0,0,Non-text
CTX199904249,795,39,1 1,N/A,0,0,Non-text
CTX199904249,795,41,1 1,N/A,0,0,Non-text
CTX199904249,795,43,1 1,N/A,0,0,Non-text
CTX199904249,795,45,1' 1,N/A,0,0,Non-text
CTX199904249,795,55,1 1,N/A,0,0,Non-text
CTX199904249,498,1,499,N/A,0,0,Non-text
CTX199904249,498,6,1998,N/A,0,0,Non-text
CTX199904249,498,7,A,N/A,0,0,Non-text
CTX199904249,498,8,F3,N/A,0,0,Non-text
CTX199904249,498,13,s,N/A,0,0,Non-text
CTX199904249,498,14,I 20,N/A,0,0,Non-text
CTX199904249,177,1,177,N/A,0,0,Non-text
CTX199904249,177,8,31.10.1998,N/A,0,0,Non-text
CTX199904249,177,9,03,N/A,0,0,Non-text
CTX199904249,177,10,A5,N/A,0,0,Non-text
CTX199904249,177,17,S,N/A,0,0,Non-text
CTX199904249,177,18,1 : 20,N/A,0,0,Non-text
CTX199904249,640,1,641,N/A,0,0,Non-text
CTX199904249,178,24,Broušená Industrie,ces_Latn,0.9023,3715.39,Trash
CTX199904249,178,25,Štipaná industrie,slk_Latn,0.9247,8563.44,Trash
CTX199904249,178,26,Sklo,lit_Latn,0.9975,11048.38,Trash
CTX199904249,178,27,Uhlíky,ces_Latn,1.0000,16162.54,Trash
CTX199904249,178,28,Vzorek výplně,ces_Latn,1.0000,290.54,Noisy
CTX199904249,178,29,Datace 1:,ces_Latn,0.9169,2227.90,Trash
CTX199904249,178,30,Datace 3:,ces_Latn,0.8633,2374.70,Trash
CTX199904249,178,31,Datace 5:,ces_Latn,0.8565,3308.09,Trash
CTX199904249,178,32,Kameny - počet:,ces_Latn,0.9341,2103.08,Trash
CTX199904249,178,33,Mazanice - počet:,hrv_Latn,0.7147,1744.19,Trash
CTX199904249,178,34,Kosti - počet:,bos_Latn,0.5685,872.63,Trash
CTX199904249,178,35,Kov - počet:,slk_Latn,0.7603,1537.49,Trash
CTX199904249,178,36,Stříbro - počet:,ces_Latn,0.9999,512.79,Trash
CTX199904249,178,37,Bronz - počet:,bos_Latn,0.8945,1218.65,Trash
CTX199904249,178,38,Broušená industrie - počet:,ces_Latn,0.7708,1196.75,Trash
CTX199904249,178,39,Štípaná industrie - počet:,slk_Latn,0.9500,985.17,Trash
CTX199904249,178,40,Sklo - počet:,hrv_Latn,0.7174,1570.46,Trash
CTX199904249,178,41,Uhliky - počet:,ces_Latn,0.6368,3377.32,Trash
CTX199904249,178,42,Vzorek výplně - váha:,ces_Latn,1.0000,308.76,Noisy
CTX199904249,178,43,Datace 2:,ces_Latn,0.8802,2152.47,Trash
CTX199904249,178,44,Datace 4:,ces_Latn,0.9130,2550.73,Trash
CTX199904249,178,45,Přírůstkové číslo: 601/981,ces_Latn,1.0000,335.74,Noisy
CTX199904249,178,46,Fotodokumentace,ces_Latn,0.9007,3640.30,Trash
CTX199904249,178,47,Fotodokumentace - čisla díasnimku:,ces_Latn,0.8536,634.72,Trash
CTX199904249,178,48,Odkaz na text NZ:,ces_Latn,0.9712,9115.76,Trash
CTX199904249,275,2,Lokalita:,slk_Latn,0.6050,666.19,Trash
CTX199904249,275,3,"Tumov - Maškovy zahrady, výzkum 1998, Discount- Plus",ces_Latn,0.8812,498.05,Noisy
CTX199904249,275,4,Plocha:,vie_Latn,0.5906,355.85,Noisy
CTX199904249,275,5,Čisto objektu:,lit_Latn,0.9421,1541.88,Trash
CTX199904249,275,7,Popis objektu:,bos_Latn,0.3233,1935.94,Trash
CTX199904249,275,8,"zahloubený objekt nepravidelného elipsovitého půdorysu, délka 0,5 m. šířka 0,49 m. hloubka",ces_Latn,0.9931,519.75,Trash
CTX199904249,275,9,"0.2 m, U profil, oblé dno",slk_Latn,0.5808,1307.38,Trash
CTX199904249,275,10,Výplň 1:,slk_Latn,0.9931,805.68,Trash
CTX199904249,275,11,Výplň 2:,slk_Latn,0.9901,801.92,Trash
CTX199904249,275,12,Výplň 3:,slk_Latn,0.9878,861.15,Trash
CTX199904249,275,13,Výplň 4:,slk_Latn,0.9870,865.03,Trash
CTX199904249,275,14,Výplň 5:,slk_Latn,0.9910,889.01,Trash
CTX199904249,275,15,Keramika,deu_Latn,0.6508,2460.53,Trash
CTX199904249,275,16,Kameny,ces_Latn,0.9966,26272.98,Trash
CTX199904249,275,17,Mazanice,vie_Latn,0.7063,3399.66,Trash
CTX199904249,275,18,Kosti,slk_Latn,0.7623,1733.74,Trash
CTX199904249,275,20,Stříbro,ces_Latn,1.0000,963.70,Trash
CTX199904249,275,21,Broušená Industrie,ces_Latn,0.9023,3715.39,Trash
CTX199904249,275,22,Štipaná industrie,slk_Latn,0.9247,8563.44,Trash
CTX199904249,275,23,Sklo,lit_Latn,0.9975,11048.38,Trash
CTX199904249,275,24,Uhlíky,ces_Latn,1.0000,16162.54,Trash
CTX199904249,275,25,Vzorek výplně,ces_Latn,1.0000,290.54,Noisy
CTX199904249,275,26,Datace 1:,ces_Latn,0.9169,2227.90,Trash
CTX199904249,275,27,Datace 3:,ces_Latn,0.8633,2374.70,Trash
CTX199904249,275,28,Datace 5:,ces_Latn,0.8565,3308.09,Trash
CTX199904249,275,29,středně ulehlá šedohnědá jilovitopisčitá hlina s uhlíky a mazanici,ces_Latn,1.0000,289.70,Noisy
CTX199904249,275,30,Kameny - počet:,ces_Latn,0.9341,2103.08,Trash
CTX199904249,275,31,Kosti - počet:,bos_Latn,0.5685,872.63,Trash
CTX199904249,275,32,Kov - počet:,slk_Latn,0.7603,1537.49,Trash
CTX199904249,275,33,Stříbro - počet:,ces_Latn,0.9999,512.79,Trash
CTX199904249,275,34,Bronz - počet:,bos_Latn,0.8945,1218.65,Trash
CTX199904249,275,35,Broušená industrie - počet:,ces_Latn,0.7708,1196.75,Trash
CTX199904249,275,36,Štípaná industrie - počet:,slk_Latn,0.9500,985.17,Trash
CTX199904249,275,37,Sklo - počet:,hrv_Latn,0.7174,1570.46,Trash
CTX199904249,275,38,Uhliky - počet:,ces_Latn,0.6368,3377.32,Trash
CTX199904249,275,39,Vzorek výplně - váha:,ces_Latn,1.0000,308.76,Noisy
CTX199904249,275,40,Datace 2:,ces_Latn,0.8802,2152.47,Trash
CTX199904249,275,41,Datace 4:,ces_Latn,0.9130,2550.73,Trash
CTX199904249,275,42,Mazanice - počet:,hrv_Latn,0.7147,1744.19,Trash
CTX199904249,275,43,Přírůstkové číslo: 52/99,ces_Latn,1.0000,334.28,Noisy
CTX199904249,275,44,Fotodokumentace,ces_Latn,0.9007,3640.30,Trash
CTX199904249,275,45,Fotodokumentace - Čisla diasnimku:,hrv_Latn,0.5150,956.96,Trash
CTX199904249,275,46,Plánová dokumentace,ces_Latn,0.9972,3944.32,Trash
CTX199904249,275,47,Čísla plánů:,ces_Latn,0.9612,1908.18,Trash
CTX199904249,275,48,Poznámka:,slk_Latn,0.9944,670.14,Trash
CTX199904249,275,49,Množina:,ces_Latn,0.6777,418.33,Noisy
CTX199904249,275,50,Odkaz na text NZ:,ces_Latn,0.9712,9115.76,Trash
CTX199904249,275,51,"kůlová Jamka skupiny A - ""suchá perioda""; Půdorys P- kultura lužická",ces_Latn,0.9590,811.67,Trash
CTX199904249,275,52,"Kůlové jamky a žlaby- 1/B1, 1/C1, 2/C1,3/C1, 2/D1, 2/B2,1/C2, 2/C2, 3/C2, 4/C2, 6/C2,",ady_Cyrl,0.2597,14.91,Noisy
CTX199904249,275,54,"3/E4 + „kúlová dlažha""",slk_Latn,0.9861,839.03,Trash
CTX199904249,795,2,PŘIČÍSLO,deu_Latn,0.5050,614.03,Trash
CTX199904249,795,4,LOKALITA,kor_Hang,0.9309,141.37,Noisy
CTX199904249,795,5,"Turnov (okr. Semily), Sobotecká ul. ppč. 1818/46",slk_Latn,0.6221,1915.18,Trash
CTX199904249,795,6,SONDA,kor_Hang,0.6782,3207.81,Trash
CTX199904249,795,7,D1 - začišťování |,ces_Latn,1.0000,416.96,Noisy
CTX199904249,795,8,OBJEKT,vie_Latn,0.3706,339.94,Noisy
CTX199904249,795,10,VRŠITÁ,vie_Latn,0.5179,259.68,Noisy
CTX199904249,795,11,vrstva A,slv_Latn,0.8469,2458.36,Trash
CTX199904249,795,12,DATUMNAL,ltz_Latn,0.9966,424.52,Noisy
CTX199904249,795,14,SACEK,vie_Latn,0.4761,3179.84,Trash
CTX199904249,795,15,Ie 1,fra_Latn,0.9951,1964.04,Trash
CTX199904249,795,16,NALEZ,deu_Latn,0.5767,9303.52,Trash
CTX199904249,795,17,"ker, kam., uhlík |",ces_Latn,0.8100,735.39,Trash
CTX199904249,795,18,TYPKER,kor_Hang,0.3228,4378.16,Trash
CTX199904249,795,21,LK -1 (miska),lvs_Latn,0.4793,253.82,Noisy
CTX199904249,795,25,TE | |,vie_Latn,0.6460,354.76,Noisy
CTX199904249,795,26,ATYPKER,kor_Hang,0.6738,2588.09,Trash
CTX199904249,795,29,LK-3 |,eng_Latn,0.4188,164.30,Noisy
CTX199904249,795,40,MAZANICE,yue_Hant,0.4861,1106.95,Trash
CTX199904249,795,42,ZA IRKOSTI,kor_Hang,0.9969,1822.38,Trash
CTX199904249,795,44,UHLÍKY,deu_Latn,0.9178,137098.25,Trash
CTX199904249,795,46,JINÉ,bod_Tibt,0.3695,3770.66,Trash
CTX199904249,795,47,"5 kamenů (terasa), 1 brousek",ces_Latn,0.9825,2460.13,Trash
CTX199904249,795,48,DATACE,kor_Hang,0.5265,3450.75,Trash
CTX199904249,795,49,kultura lužická,ces_Latn,0.9981,342.47,Noisy
CTX199904249,795,50,ULOŽENI,eng_Latn,0.3732,801.37,Trash
CTX199904249,795,51,OMCR Turnov,kor_Hang,0.9830,103306.54,Trash
CTX199904249,795,52,POZNÁMKA,deu_Latn,0.4857,281.56,Noisy
CTX199904249,795,53,Maškovy zahrady - prodejna Discount - Plus,ces_Latn,0.9704,1297.37,Trash
CTX199904249,795,54,P0ZNAMKA2,vie_Latn,0.4274,413.66,Noisy
CTX199904249,795,56,25. července 2010,ces_Latn,0.9994,1485.67,Trash
CTX199904249,795,57,Stránka 9 z 93,ces_Latn,0.9603,25474.17,Trash
CTX199904249,498,2,Výzkum,ces_Latn,1.0000,468.16,Noisy
CTX199904249,498,3,Turnov,vie_Latn,0.6003,40785.00,Trash
CTX199904249,498,4,Maškovy zahrady,ces_Latn,0.9849,865.11,Trash
CTX199904249,498,5,Dotumn,vie_Latn,0.7280,31723.07,Trash
CTX199904249,498,9,Poélloeovy soubor,ces_Latn,0.9993,53596.16,Trash
CTX199904249,498,10,F3cdr,deu_Latn,0.6869,1284.42,Trash
CTX199904249,498,11,M Čermák,slk_Latn,0.5672,1116.92,Trash
CTX199904249,498,12,M. Čermák,ces_Latn,0.5926,478.10,Noisy
CTX199904249,177,2,Výzkum,ces_Latn,1.0000,468.16,Noisy
CTX199904249,177,3,Datum,deu_Latn,0.9669,536027.25,Trash
CTX199904249,177,4,Objekt,deu_Latn,0.9982,716.65,Trash
CTX199904249,177,5,Sektor,deu_Latn,0.9806,2809.37,Trash
CTX199904249,177,6,Turnov,vie_Latn,0.6003,40785.00,Trash
CTX199904249,177,7,Maškovy zahrady,ces_Latn,0.9849,865.11,Trash
CTX199904249,177,11,Poitaový soubor,ces_Latn,1.0000,5675.03,Trash
CTX199904249,177,12,A5obj03.cdr,deu_Latn,0.3893,933.15,Trash
CTX199904249,177,13,Kreslil,est_Latn,0.8800,2169.88,Trash
CTX199904249,177,14,P. Pinč,slk_Latn,0.9845,16999.13,Trash
CTX199904249,177,15,Mioil,gle_Latn,0.9988,8772.17,Trash
CTX199904249,177,16,P Pinč,slk_Latn,0.9891,1064152.62,Trash
CTX199904249,640,2,PŘIČÍSLO,deu_Latn,0.5050,614.03,Trash
CTX199904249,640,11,TA,N/A,0,0,Non-text
CTX199904249,640,12,TB,N/A,0,0,Non-text
CTX199904249,640,13,TC,N/A,0,0,Non-text
CTX199904249,640,14,TD,N/A,0,0,Non-text
CTX199904249,640,15,TE,N/A,0,0,Non-text
CTX199904249,640,17,AA,N/A,0,0,Non-text
CTX199904249,640,18,AB,N/A,0,0,Non-text
CTX199904249,640,19,AC,N/A,0,0,Non-text
CTX199904249,640,20,AD,N/A,0,0,Non-text
CTX199904249,640,21,AE,N/A,0,0,Non-text
CTX199904249,640,22,KOV,N/A,0,0,Non-text
CTX199904249,640,31,0468/98 |,N/A,0,0,Non-text
CTX199904249,640,34,12/11 |,N/A,0,0,Non-text
CTX199904249,640,35,I I,N/A,0,0,Non-text
CTX199904249,640,36,17.10.98. |,N/A,0,0,Non-text
CTX199904249,640,38,2 I,N/A,0,0,Non-text
CTX199904249,640,40,1 i,N/A,0,0,Non-text
CTX199904249,640,41,1 1,N/A,0,0,Non-text
CTX199904249,640,42,1 1,N/A,0,0,Non-text
CTX199904249,640,43,1 1,N/A,0,0,Non-text
CTX199904249,640,44,1 1,N/A,0,0,Non-text
CTX199904249,640,45,1 1,N/A,0,0,Non-text
CTX199904249,640,46,1 1,N/A,0,0,Non-text
CTX199904249,640,47,1 1,N/A,0,0,Non-text
CTX199904249,640,48,1 1,N/A,0,0,Non-text
CTX199904249,640,49,2 1,N/A,0,0,Non-text
CTX199904249,640,50,1 1,N/A,0,0,Non-text
CTX199904249,640,51,1 1,N/A,0,0,Non-text
CTX199904249,640,52,1 1,N/A,0,0,Non-text
CTX199904249,876,1,877,N/A,0,0,Non-text
CTX199904249,876,3,0090/99,N/A,0,0,Non-text
CTX199904249,876,8,1,N/A,0,0,Non-text
CTX199904249,876,10,1,N/A,0,0,Non-text
CTX199904249,876,13,•,N/A,0,0,Non-text
CTX199904249,876,15,20.10.98.,N/A,0,0,Non-text
CTX199904249,876,17,268,N/A,0,0,Non-text
CTX199904249,876,21,i 1,N/A,0,0,Non-text
CTX199904249,876,22,TA,N/A,0,0,Non-text
CTX199904249,876,24,•,N/A,0,0,Non-text
CTX199904249,876,25,TB,N/A,0,0,Non-text
CTX199904249,876,26,1,N/A,0,0,Non-text
CTX199904249,876,27,TC,N/A,0,0,Non-text
CTX199904249,876,28,1,N/A,0,0,Non-text
CTX199904249,876,29,TD,N/A,0,0,Non-text
CTX199904249,876,30,1,N/A,0,0,Non-text
CTX199904249,876,31,TE,N/A,0,0,Non-text
CTX199904249,876,32,1,N/A,0,0,Non-text
CTX199904249,876,34,i 1,N/A,0,0,Non-text
CTX199904249,876,35,AA,N/A,0,0,Non-text
CTX199904249,876,37,1,N/A,0,0,Non-text
CTX199904249,876,38,AB,N/A,0,0,Non-text
CTX199904249,876,39,1,N/A,0,0,Non-text
CTX199904249,876,40,AC,N/A,0,0,Non-text
CTX199904249,876,41,1,N/A,0,0,Non-text
CTX199904249,876,42,AD,N/A,0,0,Non-text
CTX199904249,876,43,AE,N/A,0,0,Non-text
CTX199904249,876,44,1,N/A,0,0,Non-text
CTX199904249,876,45,KOV,N/A,0,0,Non-text
CTX199904249,876,46,•,N/A,0,0,Non-text
CTX199904249,876,48,1,N/A,0,0,Non-text
CTX199904249,876,51,\ 1,N/A,0,0,Non-text
CTX199904249,876,56,•,N/A,0,0,Non-text
CTX199904249,876,61,J,N/A,0,0,Non-text
CTX199904249,876,63,1,N/A,0,0,Non-text
CTX199904249,222,1,0 i 2 m,N/A,0,0,Non-text
CTX199904249,222,2,222,N/A,0,0,Non-text
CTX199904249,222,9,24.11.1998,N/A,0,0,Non-text
CTX199904249,222,10,01,N/A,0,0,Non-text
CTX199904249,222,11,B9,N/A,0,0,Non-text
CTX199904249,222,18,I : 20,N/A,0,0,Non-text
CTX199904249,618,1,619,N/A,0,0,Non-text
CTX199904249,95,1,95,N/A,0,0,Non-text
CTX199904249,95,7,- přír. č. 458/98.,N/A,0,0,Non-text
CTX199904249,95,14,"cm, 3 x 2,5 x 0,7 cm (tab. 16:7) - přír. č. 567/98.",N/A,0,0,Non-text
CTX199904249,95,17,"5 x 4,3 x 0,8 cm (tab. 16:8) - přír. č. 507/98.",N/A,0,0,Non-text
CTX199904249,95,40,16:11) - přír. č. 491/98.,N/A,0,0,Non-text
CTX199904249,515,1,516,N/A,0,0,Non-text
CTX199904249,640,3,LOKALITA,kor_Hang,0.9309,141.37,Noisy
CTX199904249,640,4,SONDA,kor_Hang,0.6782,3207.84,Trash
CTX199904249,640,5,OBJEKT,vie_Latn,0.3706,339.94,Noisy
CTX199904249,640,6,VRŠITÁ,vie_Latn,0.5179,259.68,Noisy
CTX199904249,640,7,DATUMNAL,ltz_Latn,0.9966,424.52,Noisy
CTX199904249,640,8,SACEK,vie_Latn,0.4761,3179.82,Trash
CTX199904249,640,9,NALEZ,deu_Latn,0.5767,9303.58,Trash
CTX199904249,640,10,TYPKER,kor_Hang,0.3228,4378.15,Trash
CTX199904249,640,16,ATYPKER,kor_Hang,0.6738,2588.09,Trash
CTX199904249,640,23,MAZANICE,yue_Hant,0.4861,1106.96,Trash
CTX199904249,640,24,ZA 1RKOST1,kor_Hang,0.7746,2749.33,Trash
CTX199904249,640,25,UHLÍKY,deu_Latn,0.9178,137100.33,Trash
CTX199904249,640,26,JINÉ,bod_Tibt,0.3695,3770.65,Trash
CTX199904249,640,27,DATACE,kor_Hang,0.5265,3450.77,Trash
CTX199904249,640,28,ULOŽENI,eng_Latn,0.3732,801.37,Trash
CTX199904249,640,29,POZNÁMKA,deu_Latn,0.4857,281.56,Noisy
CTX199904249,640,30,P0ZNAMKA2,vie_Latn,0.4274,413.66,Noisy
CTX199904249,640,32,"Turnov (okr. Semily), Sobotecká ul ppč. 1813/46",slk_Latn,0.5837,2127.14,Trash
CTX199904249,640,33,kTi •,vie_Latn,0.9188,9056.71,Trash
CTX199904249,640,37,I 20 I,eng_Latn,0.7544,5498.79,Trash
CTX199904249,640,39,LK - 2 (zásobnice),ces_Latn,0.6992,983.35,Trash
CTX199904249,640,53,kultura lužická,ces_Latn,0.9981,342.47,Noisy
CTX199904249,640,54,OMCR Turnov,kor_Hang,0.9830,103306.84,Trash
CTX199904249,640,55,Maškovy zahrady - prodejna Discount - Plus,ces_Latn,0.9704,1297.37,Trash
CTX199904249,640,56,25. července 2010,ces_Latn,0.9994,1485.67,Trash
CTX199904249,640,57,Stránka 20 z 166,ces_Latn,0.9271,34066.36,Trash
CTX199904249,876,2,PŘIČÍSLO,deu_Latn,0.5050,614.03,Trash
CTX199904249,876,4,LOKAUTA,kor_Hang,0.9197,2559.44,Trash
CTX199904249,876,5,"Turnov (okr. Semily), Sobotecká ul. ppč. 1818/46",slk_Latn,0.6221,1915.19,Trash
CTX199904249,876,6,SONDA,kor_Hang,0.6782,3207.84,Trash
CTX199904249,876,7,C6 • D6 -začišťováni,ces_Latn,0.9963,652.53,Trash
CTX199904249,876,9,OBJEKT,vie_Latn,0.3706,339.94,Noisy
CTX199904249,876,11,VRSTTA,kor_Hang,0.9990,6467.76,Trash
CTX199904249,876,12,vrstva A,slv_Latn,0.8469,2458.35,Trash
CTX199904249,876,14,DATUMNAL,ltz_Latn,0.9966,424.52,Noisy
CTX199904249,876,16,SACEK,vie_Latn,0.4761,3179.82,Trash
CTX199904249,876,18,NALEZ,deu_Latn,0.5767,9303.58,Trash
CTX199904249,876,19,"ker., km.",nld_Latn,0.2409,1733.69,Trash
CTX199904249,876,20,TYPKER,kor_Hang,0.3228,4378.15,Trash
CTX199904249,876,23,LK-1,eng_Latn,0.3861,63.67,Noisy
CTX199904249,876,33,ATYPKER,kor_Hang,0.6738,2588.09,Trash
CTX199904249,876,36,LK-1,eng_Latn,0.3861,63.67,Noisy
CTX199904249,876,47,MAZANICE,yue_Hant,0.4861,1106.96,Trash
CTX199904249,876,49,ZA 1RK0STI,kor_Hang,0.9947,683.11,Trash
CTX199904249,876,50,UHLÍKY,deu_Latn,0.9178,137100.22,Trash
CTX199904249,876,52,JINÉ,bod_Tibt,0.3695,3770.65,Trash
CTX199904249,876,53,"2x silicit (jádro, čepelka), 2 zl. BI (zelená břidlice)",ces_Latn,0.8333,586.16,Trash
CTX199904249,876,54,DATACE,kor_Hang,0.5265,3450.77,Trash
CTX199904249,876,55,"LnK, kultura lužická",ces_Latn,0.8395,352.94,Noisy
CTX199904249,876,57,ULOŽENI,eng_Latn,0.3732,801.37,Trash
CTX199904249,876,58,OMČR Tumov,kor_Hang,0.4339,855.07,Trash
CTX199904249,876,59,POZNÁMKA,deu_Latn,0.4857,281.56,Noisy
CTX199904249,876,60,Maškovy zahrady - prodejna Discount - Plus,ces_Latn,0.9704,1297.37,Trash
CTX199904249,876,62,P0ZNAMKA2,vie_Latn,0.4274,413.66,Noisy
CTX199904249,876,64,25. července 2010,ces_Latn,0.9994,1485.67,Trash
CTX199904249,876,65,Stránka 90 z 93,ces_Latn,0.9387,24515.49,Trash
CTX199904249,222,3,Výzkum,ces_Latn,1.0000,468.17,Noisy
CTX199904249,222,4,Datum,deu_Latn,0.9669,536028.81,Trash
CTX199904249,222,5,Objekt,deu_Latn,0.9982,716.65,Trash
CTX199904249,222,6,Sektor,deu_Latn,0.9806,2809.39,Trash
CTX199904249,222,7,Turnov,vie_Latn,0.6003,40785.24,Trash
CTX199904249,222,8,Maškovy zahrady,ces_Latn,0.9849,865.11,Trash
CTX199904249,222,12,Poeitaeový soubor,ces_Latn,1.0000,5741.78,Trash
CTX199904249,222,13,B9obj0l.cdr,deu_Latn,0.4592,669.84,Trash
CTX199904249,222,14,Kreslil,est_Latn,0.8800,2169.89,Trash
CTX199904249,222,15,P. Pinč,slk_Latn,0.9845,16999.22,Trash
CTX199904249,222,16,Mill,eng_Latn,0.9889,1.00,Clear
CTX199904249,222,17,Šangala,lvs_Latn,0.4907,7253.62,Trash
CTX199904249,618,2,"Foto 130. Turnov - Maškovy zahrady, parc. č. 1818/46. ZAV 09-12/1998. Sektor G 10, objekt",ces_Latn,0.6459,406.91,Noisy
CTX199904249,618,3,86- kontakt s „kůlovou dlažbou“.,ces_Latn,0.9694,216.56,Noisy
CTX199904249,618,4,"Foto 131. Turnov - Maškovy zahrady, parc. č. 1818/46. ZAV 09-12/1998. Sektor G 11 -",ces_Latn,0.7040,428.68,Noisy
CTX199904249,618,5,pohled na dokončený výzkum „kůlové dlažby“.,ces_Latn,0.9986,224.43,Noisy
CTX199904249,95,2,"19 cm, 5,2 x 4 x 0,7 cm (tab. 16:2). Zlomek mírně kónického hrdla, rovně seříznutý okraj,",ces_Latn,0.9998,209.00,Noisy
CTX199904249,95,3,"jemně písčitý povrch, příměs slídy v keramickém těstu, uvnitř šedočerná, vně hnědá barva,",ces_Latn,1.0000,144.40,Noisy
CTX199904249,95,4,"rekonstruované rozměry: průměr ústí 14 cm, 2,6 x 2,1 x 0,6 cm (tab. 16:3) - přír. č. 474/98.",ces_Latn,0.9999,108.10,Noisy
CTX199904249,95,5,"Kvadrant E11, obj. 2/E11: Zlomek dovnitř zataženého okraje polokulovité misky, hladký",ces_Latn,0.9906,573.49,Trash
CTX199904249,95,6,"povrch, hnědá barva, rekonstruované rozměry: průměr ústí 13 cm, 2,4 x 2 x 0,5 cm (tab. 16:4)",ces_Latn,0.9999,120.57,Noisy
CTX199904249,95,8,"Kvadrant E11, obj. 3/E11: Zlomek z ostře profilovaného těla nádoby, uvnitř hladký povrch",ces_Latn,0.9994,391.15,Noisy
CTX199904249,95,9,"černošedé barvy, vně N povrch okrové barvy, rekonstruované rozměry: průměr podhrdlí 20",ces_Latn,1.0000,274.83,Noisy
CTX199904249,95,10,"cm, 6 x 5,5 x 0,6 cm (tab. 16:5). Zlomek z podhrdlí zásobnice, N povrch, uvnitř šedá, vně",ces_Latn,0.9982,211.91,Noisy
CTX199904249,95,11,červenohnědá barva (tab. 16:6) - přír. č. 564/98.,ces_Latn,1.0000,205.59,Noisy
CTX199904249,95,12,"Kvadrant E11, obj. 5/E11: Zlomek lehce prohnutého hrdla nádoby, povrch jemně drsněn,",ces_Latn,0.9956,555.45,Trash
CTX199904249,95,13,"vyhlazený okraj, uvnitř šedočerná, vně okrová barva, rekonstruované rozměry: průměr ústí 19",ces_Latn,1.0000,189.35,Noisy
CTX199904249,95,15,"Kvadrant E11, obj. 7/E11: Zlomek lehce prohnutého hrdla hrdne, povrch drsněn, v",ces_Latn,0.8787,481.90,Noisy
CTX199904249,95,16,"keramickém těstu příměs kamínků, hnědá barva, rekonstruované rozměry: průměr ústí 26 cm,",ces_Latn,1.0000,113.36,Noisy
CTX199904249,95,18,"Kvadrant E11, obj. 14/E11: Zlomek z z hrdla a počínající výduti ovoidní nádoby, hrdlo",ces_Latn,0.9749,427.13,Noisy
CTX199904249,95,19,"vyhlazeno, tělo drsněno, uvnitř hnědá, vně hnědá až červenookrová barva, rekonstruované",ces_Latn,1.0000,156.71,Noisy
CTX199904249,95,20,"rozměry: průměr hrdla 20 cm, 5 x 5 x 0,7 cm (tab. 16:9) - přír. č. 470/98.",ces_Latn,1.0000,126.38,Noisy
CTX199904249,95,21,"Kvadrant E11, obj. 16/E11: 134 zlomků masivní zásobnice, prohnuté hrdlo, vejčité tělo,",ces_Latn,0.9991,627.40,Trash
CTX199904249,95,22,"uvnitř hladký povrch, vně šikmé a vodorovné prstování, v keramickém těstu příměs kamínků,",ces_Latn,1.0000,128.67,Noisy
CTX199904249,95,23,"rekonstruované rozměry: průměr ústí 48 cm, dochovaná výška 13 cm, síla střeou 0,8cm (tab.",ces_Latn,0.9999,215.64,Noisy
